Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2018;L3300;;;;1. Avant 1946;;1. Moins de 1 an;;;;9,3;10,9;13,0;15,3;19,0;12,0;420;485;600;775;960;665;55;715;;Estimation directe
B3300;2018;L3300;;;;1. Avant 1946;;2. 1 an et plus;;;;6,7;8,7;11,1;13,8;17,0;10,1;395;476;573;733;950;640;63;1077;;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;;;7,3;8,8;10,2;12,0;15,1;9,9;410;500;620;750;921;645;65;686;12158;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;44;;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Ensemble 4P+;;6,7;8,0;8,9;9,8;11,0;8,9;600;650;750;921;1100;809;91;275;3243;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Maison 4P+;;6,7;8,1;9,4;10,4;12,2;9,2;650;780;900;1002;1300;931;101;124;1373;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Appart 1P;;12,4;14,0;15,5;18,6;21,5;15,6;350;370;410;449;500;422;27;85;2282;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Appart 2P;;9,0;10,0;11,3;12,9;14,1;11,3;404;445;500;550;620;498;44;114;2940;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Appart 3P;;7,5;9,0;9,7;10,8;11,3;9,5;500;540;615;673;757;619;65;168;2676;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Appart 4P+;;7,0;7,9;8,7;9,6;10,4;8,6;550;630;693;750;864;700;82;151;1870;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Ensemble 1P;;12,4;14,0;15,5;18,6;21,5;15,6;350;370;410;449;500;422;27;85;2318;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Ensemble 2P;;8,9;10,0;11,3;12,9;14,1;11,2;404;445;501;550;620;502;45;124;3261;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;;;Ensemble 3P;;7,7;9,1;10,0;11,0;12,0;9,9;506;550;650;740;840;657;66;202;3336;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;8,3;9,8;11,4;13,9;16,8;10,9;375;445;600;787;962;640;59;277;;Estimation directe
B3300;2018;L3300;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;7,3;8,6;9,7;11,3;14,0;9,5;425;517;630;740;900;647;68;409;;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;;;8,4;9,7;11,7;14,3;17,1;10,9;380;425;540;690;880;591;54;1204;19467;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;43;;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Ensemble 4P+;;6,4;8,1;9,1;10,2;11,1;8,9;631;728;857;980;1213;888;99;236;2957;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Maison 4P+;;6,1;8,1;9,1;10,4;11,1;8,9;650;800;920;1000;1309;930;105;135;1077;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Appart 1P;;11,6;13,0;15,0;17,4;19,7;14,8;350;379;403;445;482;411;28;309;6598;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Appart 2P;;9,6;10,8;11,8;13,4;14,5;11,8;443;488;535;571;606;530;45;363;5998;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Appart 3P;;8,2;9,2;9,9;11,0;12,5;10,0;570;627;668;738;850;685;69;253;3364;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Appart 4P+;;7,2;8,0;9,0;10,2;11,3;9,1;627;672;771;880;1100;805;89;101;1880;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Ensemble 1P;;11,6;13,0;15,0;17,4;19,7;14,8;350;379;403;445;483;411;28;310;6632;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Ensemble 2P;;9,5;10,8;11,8;13,2;14,5;11,7;443;484;533;570;605;529;45;366;6150;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;;;Ensemble 3P;;8,2;9,2;10,0;11,1;12,5;10,1;573;630;680;771;850;700;69;292;3728;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;9,7;10,8;12,7;15,9;19,4;12,1;398;425;535;654;850;581;48;506;;Estimation directe
B3300;2018;L3300;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;8,1;9,2;11,2;13,5;15,8;10,3;370;425;540;700;885;596;58;698;;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;;;8,7;10,0;11,4;13,6;17,1;11,0;420;501;600;800;990;677;61;1419;15295;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Maison 1-3P;;8,6;9,6;11,1;11,9;13,1;10,4;530;678;771;831;870;740;71;74;428;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Ensemble 4P+;;7,6;8,7;9,6;10,8;11,9;9,7;740;809;938;1118;1276;1013;104;264;1771;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Maison 4P+;;8,2;8,6;9,6;10,7;11,8;9,5;750;875;954;1118;1250;1001;105;199;943;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Appart 1P;;13,0;14,8;16,5;19,3;20,8;16,4;373;400;420;450;513;430;26;186;4072;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Appart 2P;;10,1;10,8;11,8;13,2;14,8;11,9;465;508;541;584;620;546;46;536;5818;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Appart 3P;;8,7;9,9;10,6;11,3;12,4;10,5;598;656;720;781;880;724;69;359;3206;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Appart 4P+;;7,6;8,8;9,6;11,2;14,1;10,3;701;779;882;1080;2000;1053;102;65;828;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Ensemble 1P;;12,9;14,8;16,4;19,3;20,8;16,2;374;400;420;450;513;434;27;189;4115;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Ensemble 2P;;9,8;10,8;11,8;13,2;14,8;11,9;465;507;541;581;619;546;46;540;5945;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;;;Ensemble 3P;;8,7;9,8;10,7;11,6;12,5;10,5;600;666;730;802;880;735;70;426;3464;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;8,8;10,5;12,0;15,4;19,3;11,6;405;465;560;733;912;630;54;540;;Estimation directe
B3300;2018;L3300;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;8,6;9,8;11,2;12,8;15,6;10,8;420;513;620;817;1057;701;65;879;;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;;;9,2;10,1;11,1;12,3;13,4;10,8;460;520;641;780;900;664;61;6289;10182;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Maison 1-3P;;7,2;10,2;10,8;12,8;14,2;10,7;500;655;716;787;856;717;67;117;288;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Ensemble 4P+;;8,1;9,0;9,8;10,6;11,4;9,8;769;820;880;981;1118;929;95;606;1763;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Maison 4P+;;8,0;8,7;9,5;10,6;11,5;9,6;800;850;900;1052;1200;965;101;179;647;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Appart 1P;;11,5;12,0;12,9;14,5;17,0;13,2;322;384;419;456;500;413;31;273;1333;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Appart 2P;;10,4;11,1;11,9;12,9;13,9;11,9;465;500;527;560;598;530;45;3080;3598;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Appart 3P;;9,6;10,1;10,7;11,4;12,3;10,7;614;650;689;744;814;702;65;2213;3201;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Appart 4P+;;8,9;9,2;9,9;10,7;11,4;10,0;746;807;850;927;1020;890;89;427;1115;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Ensemble 1P;;11,5;12,0;12,9;14,5;17,0;13,2;322;384;419;457;500;414;31;274;1350;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Ensemble 2P;;10,4;11,1;11,9;12,9;13,9;11,9;465;500;527;560;599;530;45;3090;3654;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;;;Ensemble 3P;;9,5;10,1;10,7;11,4;12,4;10,7;614;650;691;750;830;704;66;2319;3415;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;1. Moins de 1 an;;;;9,4;10,2;11,1;12,2;13,4;11,0;459;515;632;763;902;663;60;3515;;Estimation directe
B3300;2018;L3300;;;;5. Après 2005;;2. 1 an et plus;;;;8,8;10,0;11,1;12,3;13,4;10,7;462;524;647;784;895;665;62;2774;;Estimation directe
B3300;2018;L3300;;;Maison;;;;;;;6,6;8,3;9,7;11,2;12,9;9,4;550;700;843;980;1200;864;92;1328;10062;Estimation directe
B3300;2018;L3300;;;Maison;;;;;;Maison 1-3P;6,6;9,0;10,8;12,4;14,4;10,2;480;586;700;818;879;696;68;509;4211;Estimation directe
B3300;2018;L3300;;;Maison;;;;;;Maison 4P+;6,5;8,1;9,3;10,5;11,7;9,1;695;800;931;1100;1300;972;107;819;5851;Estimation directe
B3300;2018;L3300;;;Maison;;;;;Maison 1-3P;;6,6;9,0;10,8;12,4;14,4;10,2;480;586;700;818;879;696;68;509;4211;Estimation directe
B3300;2018;L3300;;;Maison;;;;;Maison 4P+;;6,5;8,1;9,3;10,5;11,7;9,1;695;800;931;1100;1300;972;107;819;5851;Estimation directe
B3300;2018;L3300;;;Maison;;;;1. Moins de 1 an;;;7,6;8,9;10,5;12,3;14,2;10,1;612;762;900;1040;1250;929;92;462;;Estimation directe
B3300;2018;L3300;;;Maison;;;;2. 1 an et plus;;;6,5;8,1;9,5;11,0;12,2;9,2;539;690;809;951;1187;843;92;866;;Estimation directe
B3300;2018;L3300;;;Maison;;;1. Moins de 1 an;;;;7,6;8,9;10,5;12,3;14,2;10,1;612;762;900;1040;1250;929;92;462;;Estimation directe
B3300;2018;L3300;;;Maison;;;2. 1 an et plus;;;;6,5;8,1;9,5;11,0;12,2;9,2;539;690;809;951;1187;843;92;866;;Estimation directe
B3300;2018;L3300;;;Maison;;1. Avant 1946;;;;;6,1;7,8;9,5;11,7;14,0;9,2;490;615;778;935;1200;811;88;413;3739;Estimation directe
B3300;2018;L3300;;;Maison;;2. Entre 1946-1970;;;;;7,0;8,3;9,8;11,3;12,7;9,6;590;700;800;950;1240;854;89;168;2391;Estimation directe
B3300;2018;L3300;;;Maison;;3. Entre 1971-1990;;;;;6,2;8,1;9,4;10,8;11,7;9,1;560;771;879;979;1268;892;98;178;1626;Estimation directe
B3300;2018;L3300;;;Maison;;4. Entre 1991-2005;;;;;8,2;8,7;9,8;10,9;12,0;9,7;700;778;903;1080;1210;934;96;273;1371;Estimation directe
B3300;2018;L3300;;;Maison;;5. Après 2005;;;;;7,8;8,9;10,0;11,0;12,5;9,8;698;784;864;981;1118;897;92;296;935;Estimation directe
B3300;2018;L3300;;;Maison;1. Avant 1946;;;;;;6,1;7,8;9,5;11,7;14,0;9,2;490;615;778;935;1200;811;88;413;3739;Estimation directe
B3300;2018;L3300;;;Maison;2. Entre 1946-1970;;;;;;7,0;8,3;9,8;11,3;12,7;9,6;590;700;800;950;1240;854;89;168;2391;Estimation directe
B3300;2018;L3300;;;Maison;3. Entre 1971-1990;;;;;;6,2;8,1;9,4;10,8;11,7;9,1;560;771;879;979;1268;892;98;178;1626;Estimation directe
B3300;2018;L3300;;;Maison;4. Entre 1991-2005;;;;;;8,2;8,7;9,8;10,9;12,0;9,7;700;778;903;1080;1210;934;96;273;1371;Estimation directe
B3300;2018;L3300;;;Maison;5. Après 2005;;;;;;7,8;8,9;10,0;11,0;12,5;9,8;698;784;864;981;1118;897;92;296;935;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;;;8,7;10,2;11,7;14,1;17,2;11,3;400;460;550;670;804;588;52;10062;79296;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;;Appart 1P;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;513;425;28;1127;22802;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;;Appart 2P;9,6;10,9;12,0;13,4;15,3;11,9;445;490;533;581;640;537;45;4676;29532;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;;Appart 3P;8,3;9,6;10,5;11,4;12,6;10,3;550;626;683;755;850;695;67;3386;18467;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;;Appart 4P+;7,0;8,1;9,2;10,5;11,6;9,3;600;685;815;965;1214;875;94;873;8495;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;Appart 1P;;11,8;13,4;15,6;18,6;20,6;15,4;352;385;418;460;513;425;28;1127;22802;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;Appart 2P;;9,6;10,9;12,0;13,4;15,3;11,9;445;490;533;581;640;537;45;4676;29532;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;Appart 3P;;8,3;9,6;10,5;11,4;12,6;10,3;550;626;683;755;850;695;67;3386;18467;Estimation directe
B3300;2018;L3300;;;Appartement;;;;;Appart 4P+;;7,0;8,1;9,2;10,5;11,6;9,3;600;685;815;965;1214;875;94;873;8495;Estimation directe
B3300;2018;L3300;;;Appartement;;;;1. Moins de 1 an;;;9,7;10,7;12,2;14,9;18,5;12,0;401;462;550;680;810;591;49;5091;;Estimation directe
B3300;2018;L3300;;;Appartement;;;;2. 1 an et plus;;;8,2;9,8;11,5;13,6;16,7;10,9;395;460;549;665;800;586;54;4971;;Estimation directe
B3300;2018;L3300;;;Appartement;;;1. Moins de 1 an;;;;9,7;10,7;12,2;14,9;18,5;12,0;401;462;550;680;810;591;49;5091;;Estimation directe
B3300;2018;L3300;;;Appartement;;;2. 1 an et plus;;;;8,2;9,8;11,5;13,6;16,7;10,9;395;460;549;665;800;586;54;4971;;Estimation directe
B3300;2018;L3300;;;Appartement;;1. Avant 1946;;;;;8,1;10,1;12,3;15,3;18,3;11,4;395;460;547;665;846;596;52;1379;28516;Estimation directe
B3300;2018;L3300;;;Appartement;;2. Entre 1946-1970;;;;;7,6;9,0;10,4;12,7;15,6;10,1;390;450;550;660;750;569;56;518;9768;Estimation directe
B3300;2018;L3300;;;Appartement;;3. Entre 1971-1990;;;;;9,0;10,2;12,3;14,8;17,8;11,6;374;410;503;614;728;533;46;1026;17841;Estimation directe
B3300;2018;L3300;;;Appartement;;4. Entre 1991-2005;;;;;9,4;10,7;12,0;14,8;18,5;11,9;405;462;547;676;787;592;50;1146;13924;Estimation directe
B3300;2018;L3300;;;Appartement;;5. Après 2005;;;;;9,5;10,4;11,3;12,4;13,6;11,1;450;510;597;705;831;623;56;5993;9247;Estimation directe
B3300;2018;L3300;;;Appartement;1. Avant 1946;;;;;;8,1;10,1;12,3;15,3;18,3;11,4;395;460;547;665;846;596;52;1379;28516;Estimation directe
B3300;2018;L3300;;;Appartement;2. Entre 1946-1970;;;;;;7,6;9,0;10,4;12,7;15,6;10,1;390;450;550;660;750;569;56;518;9768;Estimation directe
B3300;2018;L3300;;;Appartement;3. Entre 1971-1990;;;;;;9,0;10,2;12,3;14,8;17,8;11,6;374;410;503;614;728;533;46;1026;17841;Estimation directe
B3300;2018;L3300;;;Appartement;4. Entre 1991-2005;;;;;;9,4;10,7;12,0;14,8;18,5;11,9;405;462;547;676;787;592;50;1146;13924;Estimation directe
B3300;2018;L3300;;;Appartement;5. Après 2005;;;;;;9,5;10,4;11,3;12,4;13,6;11,1;450;510;597;705;831;623;56;5993;9247;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;;8,6;10,4;12,0;14,8;17,8;11,6;400;465;560;725;900;627;54;3865;66132;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Maison 1-3P;7,4;9,1;11,7;13,4;15,4;11,2;490;590;720;840;921;711;64;136;2694;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Ensemble 4P+;7,3;8,4;9,6;11,0;12,4;9,8;660;780;929;1181;1458;1014;104;549;9485;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Maison 4P+;7,4;8,8;9,8;11,1;12,3;9,9;778;880;1000;1230;1530;1134;115;155;3092;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Appart 1P;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;633;17440;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Appart 2P;9,8;11,1;12,2;14,0;15,6;12,1;446;495;541;600;668;550;45;1420;22711;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Appart 3P;8,3;9,7;10,8;11,8;13,6;10,7;560;643;720;818;900;729;68;1127;13802;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Appart 4P+;7,1;8,2;9,5;10,9;12,5;9,7;635;750;880;1133;1415;965;99;394;6393;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Ensemble 1P;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;638;17570;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Ensemble 2P;9,7;11,1;12,2;14,0;15,7;12,1;444;495;541;600;670;550;46;1453;23623;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;;Ensemble 3P;8,3;9,7;10,8;12,1;13,8;10,8;560;649;727;830;900;735;68;1225;15453;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Maison 1-3P;;7,4;9,1;11,7;13,4;15,4;11,2;490;590;720;840;921;711;64;136;2694;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Ensemble 4P+;;7,3;8,4;9,6;11,0;12,4;9,8;660;780;929;1181;1458;1014;104;549;9485;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Maison 4P+;;7,4;8,8;9,8;11,1;12,3;9,9;778;880;1000;1230;1530;1134;115;155;3092;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Appart 1P;;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;633;17440;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Appart 2P;;9,8;11,1;12,2;14,0;15,6;12,1;446;495;541;600;668;550;45;1420;22711;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Appart 3P;;8,3;9,7;10,8;11,8;13,6;10,7;560;643;720;818;900;729;68;1127;13802;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Appart 4P+;;7,1;8,2;9,5;10,9;12,5;9,7;635;750;880;1133;1415;965;99;394;6393;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Ensemble 1P;;11,9;14,0;16,3;19,0;21,4;15,8;352;390;420;470;520;429;27;638;17570;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Ensemble 2P;;9,7;11,1;12,2;14,0;15,7;12,1;444;495;541;600;670;550;46;1453;23623;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;;Ensemble 3P;;8,3;9,7;10,8;12,1;13,8;10,8;560;649;727;830;900;735;68;1225;15453;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;1. Moins de 1 an;;;10,0;11,1;12,9;15,4;19,4;12,5;403;470;570;736;900;631;51;1788;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;1. Moins de 1 an;;Ensemble 4P+;8,2;9,4;10,2;11,4;12,7;10,4;745;826;960;1200;1506;1037;100;223;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;1. Moins de 1 an;;Ensemble 1P;12,9;14,9;17,1;19,9;22,8;16,8;363;400;433;480;536;443;26;353;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;1. Moins de 1 an;;Ensemble 2P;10,4;11,2;12,5;14,3;16,0;12,6;480;520;565;630;700;578;46;652;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;1. Moins de 1 an;;Ensemble 3P;9,7;10,5;11,4;12,9;14,2;11,5;630;687;750;840;917;768;67;560;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;2. 1 an et plus;;;8,2;10,0;11,7;14,1;17,1;11,1;395;460;556;720;900;624;56;2077;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;2. 1 an et plus;;Ensemble 4P+;7,1;7,8;9,3;10,8;12,3;9,5;640;750;909;1155;1450;1005;105;326;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;2. 1 an et plus;;Ensemble 1P;11,5;13,3;15,9;18,1;20,0;15,1;350;385;410;458;500;419;28;285;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;2. 1 an et plus;;Ensemble 2P;9,1;10,8;12,0;13,7;15,6;11,8;434;480;535;600;650;537;45;801;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;;2. 1 an et plus;;Ensemble 3P;8,0;9,1;10,6;11,7;13,3;10,4;550;615;708;825;900;719;69;665;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;;;10,0;11,1;12,9;15,4;19,4;12,5;403;470;570;736;900;631;51;1788;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;42;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Ensemble 4P+;;8,2;9,4;10,2;11,4;12,7;10,4;745;826;960;1200;1506;1037;100;223;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Maison 4P+;;6,3;8,6;10,2;11,6;13,1;10,0;745;850;965;1317;1819;1117;111;51;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Appart 1P;;12,9;14,9;17,1;19,9;22,8;16,8;365;400;433;480;536;443;26;350;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Appart 2P;;10,4;11,2;12,5;14,1;15,7;12,6;480;526;565;630;700;578;46;640;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Appart 3P;;9,7;10,4;11,2;12,4;14,0;11,4;628;680;740;820;900;760;67;533;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Appart 4P+;;9,0;9,5;10,5;11,2;12,7;10,6;746;820;920;1182;1300;997;94;172;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Ensemble 1P;;12,9;14,9;17,1;19,9;22,8;16,8;363;400;433;480;536;443;26;353;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Ensemble 2P;;10,4;11,2;12,5;14,3;16,0;12,6;480;520;565;630;700;578;46;652;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;1. Moins de 1 an;;Ensemble 3P;;9,7;10,5;11,4;12,9;14,2;11,5;630;687;750;840;917;768;67;560;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;;;8,2;10,0;11,7;14,1;17,1;11,1;395;460;556;720;900;624;56;2077;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Maison 1-3P;;7,4;8,5;11,4;12,6;14,9;10,6;500;590;705;836;899;701;66;94;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Ensemble 4P+;;7,1;7,8;9,3;10,8;12,3;9,5;640;750;909;1155;1450;1005;105;326;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Maison 4P+;;7,8;8,8;9,5;11,1;12,3;9,8;794;900;1016;1228;1500;1142;116;104;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Appart 1P;;11,5;13,3;15,9;18,1;20,0;15,1;350;385;410;458;500;419;28;283;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Appart 2P;;9,4;10,8;12,0;13,8;15,6;11,9;436;480;534;599;650;537;45;780;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Appart 3P;;8,0;9,2;10,5;11,4;12,8;10,3;538;610;701;800;896;712;69;594;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Appart 4P+;;6,6;7,6;9,1;10,8;12,5;9,4;600;724;846;1116;1415;953;101;222;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Ensemble 1P;;11,5;13,3;15,9;18,1;20,0;15,1;350;385;410;458;500;419;28;285;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Ensemble 2P;;9,1;10,8;12,0;13,7;15,6;11,8;434;480;535;600;650;537;45;801;;Estimation directe
B3300;2018;L3300;;L3300.1;;;;2. 1 an et plus;;Ensemble 3P;;8,0;9,1;10,6;11,7;13,3;10,4;550;615;708;825;900;719;69;665;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;;;;8,3;10,3;12,3;15,3;18,1;11,5;400;470;565;728;949;637;55;1448;31269;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;;;Ensemble 4P+;6,5;7,8;9,3;11,1;12,7;9,5;600;804;1012;1220;1490;1064;111;219;4259;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;;;Ensemble 1P;11,5;14,1;16,9;19,5;22,5;16,0;352;388;430;480;539;436;27;268;8493;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;;;Ensemble 2P;9,1;10,9;12,6;14,5;16,6;12,1;435;485;540;620;696;554;46;553;11636;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;;;Ensemble 3P;8,1;9,5;10,9;12,5;14,2;10,8;560;615;727;840;935;736;68;408;6880;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;;10,0;11,2;13,7;15,9;19,6;12,7;420;480;580;755;920;654;51;588;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;37;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;40;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;Appart 1P;13,9;14,9;17,7;20,6;24,7;17,4;365;408;450;510;555;457;26;125;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;Appart 2P;10,3;11,4;13,3;15,0;16,5;12,9;470;510;582;650;720;589;46;211;;Estimation directe
B3300;2018;L3300;;L3300.1;;;1. Avant 1946;;1. Moins de 1 an;;Appart 3P;10,0;10,7;11,8;13,1;14,2;11,8;564;673;758;880;950;775;66;144;;Estimation directe
